,date,home_team,away_team,home_score,away_score,tournament,neutral,year,home_team_total_points,away_team_total_points,home_B1_point,home_B2_point,home_B3_point,home_B4_point,home_M1_point,home_M2_point,home_M3_point,home_M4_point,home_W1_point,home_W2_point,home_G1_point,away_B1_point,away_B2_point,away_B3_point,away_B4_point,away_M1_point,away_M2_point,away_M3_point,away_M4_point,away_W1_point,away_W2_point,away_G1_point,home_B1_value,home_B2_value,home_B3_value,home_B4_value,home_M1_value,home_M2_value,home_M3_value,home_M4_value,home_W1_value,home_W2_value,home_G1_value,away_B1_value,away_B2_value,away_B3_value,away_B4_value,away_M1_value,away_M2_value,away_M3_value,away_M4_value,away_W1_value,away_W2_value,away_G1_value
36121,2014-01-12,Zimbabwe,Morocco,0,0,African Nations Championship,TRUE,2014,308,393,42,68,54,61,89,87,57,63,41,63,80,71,53,81,55,86,55,67,73,60,66,85,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789
36122,2014-01-13,Ghana,Congo,1,0,African Nations Championship,TRUE,2014,714,529,42,68,54,61,89,87,57,63,41,63,80,71,53,81,55,86,55,67,73,60,66,85,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789
36123,2014-01-13,Libya,Ethiopia,2,0,African Nations Championship,TRUE,2014,437,290,42,68,54,61,89,87,57,63,41,63,80,71,53,81,55,86,55,67,73,60,66,85,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789
36124,2014-01-14,DR Congo,Mauritania,1,0,African Nations Championship,TRUE,2014,,,42,68,54,61,89,87,57,63,41,63,80,71,53,81,55,86,55,67,73,60,66,85,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789
36125,2014-01-14,Gabon,Burundi,0,0,African Nations Championship,TRUE,2014,511,232,42,68,54,61,89,87,57,63,41,63,80,71,53,81,55,86,55,67,73,60,66,85,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789
36126,2014-01-15,Moldova,Norway,1,2,Friendly,TRUE,2014,250,500,42,68,54,61,89,87,57,63,41,63,80,71,53,81,55,86,55,67,73,60,66,85,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789
36127,2014-01-15,Nigeria,Mozambique,4,2,African Nations Championship,TRUE,2014,656,332,42,68,54,61,89,87,57,63,41,63,80,71,53,81,55,86,55,67,73,60,66,85,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789
36128,2014-01-15,South Africa,Mali,1,1,African Nations Championship,FALSE,2014,579,603,42,68,54,61,89,87,57,63,41,63,80,71,53,81,55,86,55,67,73,60,66,85,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789
36129,2014-01-16,Burkina Faso,Morocco,1,1,African Nations Championship,TRUE,2014,523,393,42,68,54,61,89,87,57,63,41,63,80,71,53,81,55,86,55,67,73,60,66,85,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789
36130,2014-01-16,Zimbabwe,Uganda,0,0,African Nations Championship,TRUE,2014,308,438,42,68,54,61,89,87,57,63,41,63,80,71,53,81,55,86,55,67,73,60,66,85,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789
36131,2014-01-17,Ethiopia,Congo,0,1,African Nations Championship,TRUE,2014,290,529,42,68,54,61,89,87,57,63,41,63,80,71,53,81,55,86,55,67,73,60,66,85,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789
36132,2014-01-17,Ghana,Libya,1,1,African Nations Championship,TRUE,2014,714,437,42,68,54,61,89,87,57,63,41,63,80,71,53,81,55,86,55,67,73,60,66,85,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789
36133,2014-01-17,Moldova,Sweden,1,2,Friendly,TRUE,2014,250,646,42,68,54,61,89,87,57,63,41,63,80,71,53,81,55,86,55,67,73,60,66,85,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789
36134,2014-01-18,Burundi,Mauritania,3,2,African Nations Championship,TRUE,2014,232,211,42,68,54,61,89,87,57,63,41,63,80,71,53,81,55,86,55,67,73,60,66,85,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789
36135,2014-01-18,DR Congo,Gabon,0,1,African Nations Championship,TRUE,2014,,,42,68,54,61,89,87,57,63,41,63,80,71,53,81,55,86,55,67,73,60,66,85,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789
36136,2014-01-18,Norway,Poland,0,3,Friendly,TRUE,2014,500,680,42,68,54,61,89,87,57,63,41,63,80,71,53,81,55,86,55,67,73,60,66,85,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789
36137,2014-01-19,Mozambique,Mali,1,2,African Nations Championship,TRUE,2014,332,603,42,68,54,61,89,87,57,63,41,63,80,71,53,81,55,86,55,67,73,60,66,85,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789
36138,2014-01-19,South Africa,Nigeria,1,3,African Nations Championship,FALSE,2014,579,656,42,68,54,61,89,87,57,63,41,63,80,71,53,81,55,86,55,67,73,60,66,85,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789
36139,2014-01-20,Burkina Faso,Zimbabwe,0,1,African Nations Championship,TRUE,2014,523,308,42,68,54,61,89,87,57,63,41,63,80,71,53,81,55,86,55,67,73,60,66,85,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789
36140,2014-01-20,Moldova,Poland,0,1,Friendly,TRUE,2014,250,680,42,68,54,61,89,87,57,63,41,63,80,71,53,81,55,86,55,67,73,60,66,85,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789
36141,2014-01-20,Morocco,Uganda,3,1,African Nations Championship,TRUE,2014,393,438,42,68,54,61,89,87,57,63,41,63,80,71,53,81,55,86,55,67,73,60,66,85,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789
36142,2014-01-21,Congo,Libya,2,2,African Nations Championship,TRUE,2014,529,437,42,68,54,61,89,87,57,63,41,63,80,71,53,81,55,86,55,67,73,60,66,85,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789
36143,2014-01-21,Ethiopia,Ghana,0,1,African Nations Championship,TRUE,2014,290,714,42,68,54,61,89,87,57,63,41,63,80,71,53,81,55,86,55,67,73,60,66,85,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789
36144,2014-01-21,Iceland,Sweden,0,2,Friendly,TRUE,2014,761,646,42,68,54,61,89,87,57,63,41,63,80,71,53,81,55,86,55,67,73,60,66,85,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789
36145,2014-01-22,Burundi,DR Congo,1,2,African Nations Championship,TRUE,2014,232,,42,68,54,61,89,87,57,63,41,63,80,71,53,81,55,86,55,67,73,60,66,85,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789
36146,2014-01-22,Chile,Costa Rica,4,0,Friendly,FALSE,2014,1022,997,42,68,54,61,89,87,57,63,41,63,80,71,53,81,55,86,55,67,73,60,66,85,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789
36147,2014-01-22,Mauritania,Gabon,2,4,African Nations Championship,TRUE,2014,211,511,42,68,54,61,89,87,57,63,41,63,80,71,53,81,55,86,55,67,73,60,66,85,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789
36148,2014-01-24,Oman,Finland,0,0,Friendly,FALSE,2014,347,468,42,68,54,61,89,87,57,63,41,63,80,71,53,81,55,86,55,67,73,60,66,85,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789
36149,2014-01-25,Costa Rica,South Korea,0,1,Friendly,TRUE,2014,997,,42,68,54,61,89,87,57,63,41,63,80,71,53,81,55,86,55,67,73,60,66,85,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789
36150,2014-01-25,Mali,Zimbabwe,1,2,African Nations Championship,TRUE,2014,603,308,42,68,54,61,89,87,57,63,41,63,80,71,53,81,55,86,55,67,73,60,66,85,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789
36151,2014-01-25,Morocco,Nigeria,3,4,African Nations Championship,TRUE,2014,393,656,42,68,54,61,89,87,57,63,41,63,80,71,53,81,55,86,55,67,73,60,66,85,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789
36152,2014-01-26,Gabon,Libya,1,1,African Nations Championship,TRUE,2014,511,437,42,68,54,61,89,87,57,63,41,63,80,71,53,81,55,86,55,67,73,60,66,85,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789
36153,2014-01-26,Ghana,DR Congo,1,0,African Nations Championship,TRUE,2014,714,,42,68,54,61,89,87,57,63,41,63,80,71,53,81,55,86,55,67,73,60,66,85,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789
36154,2014-01-29,Mexico,South Korea,4,0,Friendly,TRUE,2014,913,,42,68,54,61,89,87,57,63,41,63,80,71,53,81,55,86,55,67,73,60,66,85,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789
36155,2014-01-29,Nigeria,Ghana,0,0,African Nations Championship,TRUE,2014,656,714,42,68,54,61,89,87,57,63,41,63,80,71,53,81,55,86,55,67,73,60,66,85,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789
36156,2014-01-29,Zimbabwe,Libya,0,0,African Nations Championship,TRUE,2014,308,437,42,68,54,61,89,87,57,63,41,63,80,71,53,81,55,86,55,67,73,60,66,85,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789
36157,2014-01-31,Oman,Jordan,0,0,AFC Asian Cup qualification,FALSE,2014,347,393,42,68,54,61,89,87,57,63,41,63,80,71,53,81,55,86,55,67,73,60,66,85,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789
36158,2014-02-01,Libya,Ghana,0,0,African Nations Championship,TRUE,2014,437,714,42,68,54,61,89,87,57,63,41,63,80,71,53,81,55,86,55,67,73,60,66,85,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789
36159,2014-02-01,United States,South Korea,2,0,Friendly,FALSE,2014,,,42,68,54,61,89,87,57,63,41,63,80,71,53,81,55,86,55,67,73,60,66,85,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789
36160,2014-02-01,Zimbabwe,Nigeria,0,1,African Nations Championship,TRUE,2014,308,656,42,68,54,61,89,87,57,63,41,63,80,71,53,81,55,86,55,67,73,60,66,85,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789
36161,2014-02-04,Singapore,Jordan,1,3,AFC Asian Cup qualification,FALSE,2014,131,393,42,68,54,61,89,87,57,63,41,63,80,71,53,81,55,86,55,67,73,60,66,85,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789
36162,2014-02-19,Lebanon,Pakistan,3,1,Friendly,FALSE,2014,238,45,42,68,54,61,89,87,57,63,41,63,80,71,53,81,55,86,55,67,73,60,66,85,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789
36163,2014-02-21,Iraq,North Korea,2,0,Friendly,TRUE,2014,320,,42,68,54,61,89,87,57,63,41,63,80,71,53,81,55,86,55,67,73,60,66,85,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789
36164,2014-03-01,Gibraltar,Faroe Islands,1,4,Friendly,FALSE,2014,,,42,68,54,61,89,87,57,63,41,63,80,71,53,81,55,86,55,67,73,60,66,85,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789
36165,2014-03-01,Malaysia,Philippines,0,0,Friendly,FALSE,2014,138,220,42,68,54,61,89,87,57,63,41,63,80,71,53,81,55,86,55,67,73,60,66,85,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789
36166,2014-03-03,Iran,Kuwait,3,2,AFC Asian Cup qualification,FALSE,2014,580,246,42,68,54,61,89,87,57,63,41,63,80,71,53,81,55,86,55,67,73,60,66,85,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789
36167,2014-03-05,Albania,Malta,2,0,Friendly,FALSE,2014,543,166,42,68,54,61,89,87,57,63,41,63,80,71,53,81,55,86,55,67,73,60,66,85,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789
36168,2014-03-05,Algeria,Slovenia,2,0,Friendly,FALSE,2014,948,622,42,68,54,61,89,87,57,63,41,63,80,71,53,81,55,86,55,67,73,60,66,85,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789
36169,2014-03-05,Andorra,Moldova,0,3,Friendly,FALSE,2014,9,250,42,68,54,61,89,87,57,63,41,63,80,71,53,81,55,86,55,67,73,60,66,85,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789
36170,2014-03-05,Australia,Ecuador,3,4,Friendly,TRUE,2014,324,852,42,68,54,61,89,87,57,63,41,63,80,71,53,81,55,86,55,67,73,60,66,85,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789
36171,2014-03-05,Austria,Uruguay,1,1,Friendly,FALSE,2014,863,1135,84,83,78,67,89,87,79,75,71,65,71,71,53,81,55,86,55,67,73,60,66,85,35500000,33500000,48000000,21000000,34467857,25966145,18000000,21598364,4000000,2300000,1600000,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789
36172,2014-03-05,Belgium,Ivory Coast,2,2,Friendly,FALSE,2014,1417,,82,66,64,32,86,84,83,82,71,65,80,71,53,81,55,86,55,67,73,60,66,85,125500000,52000000,93500000,85500000,57000000,20500000,10105847,30500000,8500000,24500000,8365789,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789
36173,2014-03-05,Bosnia and Herzegovina,Egypt,0,2,Friendly,TRUE,2014,817,531,42,68,54,61,89,87,57,63,41,63,80,71,53,81,55,86,55,67,73,60,66,85,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789
36174,2014-03-05,Botswana,South Sudan,3,0,Friendly,FALSE,2014,309,43,42,68,54,61,89,87,57,63,41,63,80,71,53,81,55,86,55,67,73,60,66,85,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789
36175,2014-03-05,Bulgaria,Belarus,2,1,Friendly,FALSE,2014,506,331,42,68,54,61,89,87,57,63,41,63,80,71,53,81,55,86,55,67,73,60,66,85,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789
36176,2014-03-05,Burkina Faso,Comoros,1,1,Friendly,TRUE,2014,523,75,42,68,54,61,89,87,57,63,41,63,80,71,53,81,55,86,55,67,73,60,66,85,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789
36177,2014-03-05,Burundi,Rwanda,1,1,Friendly,FALSE,2014,232,494,42,68,54,61,89,87,57,63,41,63,80,71,53,81,55,86,55,67,73,60,66,85,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789
36178,2014-03-05,Colombia,Tunisia,1,1,Friendly,TRUE,2014,1450,867,42,68,54,61,89,87,57,63,41,63,80,71,53,81,55,86,55,67,73,60,66,85,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789
36179,2014-03-05,Cyprus,Northern Ireland,0,0,Friendly,FALSE,2014,372,615,42,68,54,61,89,87,57,63,41,63,80,71,53,81,55,86,55,67,73,60,66,85,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789
36180,2014-03-05,Czech Republic,Norway,2,2,Friendly,FALSE,2014,987,500,42,68,54,61,89,87,57,63,41,63,80,71,53,81,55,86,55,67,73,60,66,85,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789
36181,2014-03-05,England,Denmark,1,0,Friendly,FALSE,2014,1032,804,42,68,54,61,89,87,57,63,41,63,80,71,53,81,55,86,55,67,73,60,66,85,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789
36182,2014-03-05,France,Netherlands,2,0,Friendly,FALSE,2014,1160,1374,42,68,54,61,89,87,57,63,41,63,80,71,53,81,55,86,55,67,73,60,66,85,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789
36183,2014-03-05,Georgia,Liechtenstein,2,0,Friendly,FALSE,2014,239,219,42,68,54,61,89,87,57,63,41,63,80,71,53,81,55,86,55,67,73,60,66,85,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789
36184,2014-03-05,Germany,Chile,1,0,Friendly,FALSE,2014,1725,1022,42,68,54,61,89,87,57,63,41,63,80,71,53,81,55,86,55,67,73,60,66,85,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789,51135542,35626506,51137048,30573333,34467857,25966145,10105847,21598364,11550757,13135984,8365789
